processId,pid,state,priority,active,arrival,creationDelay,start,finish,totalCpu,remaining,currentInstance,contextSwitch,lastContextSwitch,totalContextSwitchTime,executed,timesExecuted,waiting,turnaround,ioDevice,ioRemaining,timesInIo,memoryRequested,totalMemoryAllocated,pageCount,pageFaults,swapIns,swapOuts,cpuWasteRatio,agingCounter,returnsToReady,cpuWasteCycles
FD-160,160,FINISHED,0,0,530,10,1295122,3266451,8471,0,0,25,218,4531,8471,218,2747194,3265921,-1,0,27,48,400,20,154,134,154,0.000,0,0,0
FE-161,161,FINISHED,0,1,201,46,3709,10158231,46757,0,0,14,1179,23546,46757,1179,7791918,10158030,-1,0,112,0,160,8,484,475,483,0.000,0,0,0
FF-162,162,FINISHED,0,1,161,30,2825,10516301,49898,0,0,30,1273,25504,49898,1273,8394819,10516140,-1,0,111,0,160,8,461,451,459,0.000,0,0,0
FG-163,163,FINISHED,0,1,464,46,8871,11564511,52548,0,0,13,1312,25818,52548,1312,8635924,11564047,-1,0,144,0,400,20,682,662,682,0.000,0,0,0
FH-164,164,FINISHED,0,1,485,8,8414,14561705,68410,0,0,30,1720,34609,68410,1720,9747401,14561220,-1,0,222,0,400,20,1019,999,1019,0.000,0,0,0
FI-165,165,FINISHED,0,1,368,34,6452,11634036,50041,0,0,21,1243,24592,50041,1243,8169805,11633668,-1,0,180,0,400,20,817,797,817,0.000,0,0,0
FJ-166,166,FINISHED,0,1,33,32,351,4552308,19545,0,0,12,501,9923,19545,501,3328115,4552275,-1,0,60,0,160,8,113,103,107,0.000,0,0,0
FK-167,167,FINISHED,0,0,594,43,4993336,7198295,8748,0,0,17,225,4437,8748,225,6468804,7197701,-1,0,34,0,160,8,142,134,142,0.000,0,0,0
FL-168,168,FINISHED,0,1,285,1,4919,6036791,25837,0,0,25,687,13769,25837,687,4562115,6036506,-1,0,72,0,400,20,368,348,368,0.000,0,0,0
FM-169,169,FINISHED,0,1,199,11,2983,9332217,42470,0,0,27,1062,21274,42470,1062,7023224,9332018,-1,0,126,0,160,8,517,509,517,0.000,0,0,0
FN-170,170,FINISHED,0,1,378,35,6653,14210812,70977,0,0,14,1764,35208,70977,1764,10364465,14210434,-1,0,201,0,400,20,895,875,895,0.000,0,0,0
FO-171,171,FINISHED,0,1,151,24,2509,10408349,47071,0,0,15,1194,24117,47071,1194,7885197,10408198,-1,0,129,0,160,8,517,509,517,0.000,0,0,0
FP-172,172,FINISHED,0,0,511,4,126008,14916948,76564,0,0,14,1896,38363,76564,1896,10114119,14916437,-1,0,229,0,400,20,1035,1015,1035,0.000,0,0,0
FQ-173,173,FINISHED,0,1,274,12,4978,15210341,85000,0,0,11,2115,42260,85000,2115,10661517,15210067,-1,0,229,0,160,8,972,952,966,0.000,0,0,0
FR-174,174,FINISHED,0,1,427,11,7211,3158838,13129,0,0,10,331,6667,13129,331,2205463,3158411,-1,0,45,0,400,20,220,200,220,0.000,0,0,0
FS-175,175,FINISHED,0,1,171,10,2606,4236989,18360,0,0,19,466,9084,18360,466,3083968,4236818,-1,0,55,0,160,8,234,225,233,0.000,0,0,0
FT-176,176,FINISHED,0,1,273,10,4805,9200316,40230,0,0,26,1013,20033,40230,1013,6704283,9200043,-1,0,106,18,400,20,487,467,487,0.000,0,0,0
FU-177,177,FINISHED,0,1,389,43,7033,5165362,22394,0,0,14,575,11562,22394,575,3825042,5164973,-1,0,75,9,400,20,368,348,368,0.000,0,0,0
FV-178,178,FINISHED,0,1,152,22,2442,4293907,19077,0,0,16,474,9566,19077,474,3157569,4293755,-1,0,45,0,160,8,200,190,198,0.000,0,0,0
FW-179,179,FINISHED,0,1,402,43,7332,6005251,26161,0,0,16,664,13261,26161,664,4410777,6004849,-1,0,78,0,400,20,376,356,376,0.000,0,0,0
FX-180,180,FINISHED,0,1,359,50,6518,14073788,69421,0,0,30,1748,34825,69421,1748,10267506,14073429,-1,0,211,0,400,20,1011,991,1006,0.000,0,0,0
FY-181,181,FINISHED,0,1,263,32,5160,14770732,77332,0,0,28,1915,38231,77332,1915,10447626,14770469,-1,0,221,0,160,8,1003,972,994,0.000,0,0,0
FZ-182,182,FINISHED,0,0,662,12,6043437,8425202,11196,0,0,18,272,5412,11196,272,7821967,8424540,-1,0,34,0,400,20,178,158,178,0.000,0,0,0
GA-183,183,FINISHED,0,0,599,42,5171733,15589079,68278,0,0,17,1724,34775,68278,1724,11541398,15588480,-1,0,215,0,400,20,844,824,830,0.000,0,0,0
GB-184,184,FINISHED,0,0,745,27,9337715,15392626,52809,0,0,18,1311,26168,52809,1311,12902579,15391881,-1,0,140,0,160,8,437,429,433,0.000,0,0,0
GC-185,185,FINISHED,0,1,434,16,7407,9765914,43874,0,0,27,1091,21870,43874,1091,7211371,9765480,-1,0,132,30,400,20,645,625,645,0.000,0,0,0
GD-186,186,FINISHED,0,1,478,45,9033,6637988,26703,0,0,23,691,13714,26703,691,4584308,6637510,-1,0,100,0,400,20,494,474,494,0.000,0,0,0
GE-187,187,FINISHED,0,1,462,18,7952,13895227,65855,0,0,10,1648,32775,65855,1648,9942090,13894765,-1,0,203,0,400,20,939,919,939,0.000,0,0,0
GF-188,188,FINISHED,0,1,0,36,36,2366628,11337,0,0,24,287,5674,11337,287,1889157,2366628,-1,0,31,0,160,8,128,120,128,0.000,0,0,0
GG-189,189,FINISHED,0,0,776,44,10281647,15859720,72741,0,0,17,1831,36510,72741,1831,13144124,15858944,-1,0,239,0,400,20,504,472,483,0.000,0,0,0
GH-190,190,FINISHED,0,1,207,37,3650,1340151,6292,0,0,21,165,3212,6292,165,1098517,1339944,-1,0,11,0,160,8,47,39,46,0.000,0,0,0
GI-191,191,FINISHED,0,1,194,22,3094,12289364,57082,0,0,19,1432,28451,57082,1432,9275109,12289170,-1,0,148,0,160,8,602,594,602,0.000,0,0,0
GJ-192,192,FINISHED,0,1,51,46,1221,15198558,83481,0,0,30,2085,41823,83481,2085,10355913,15198507,-1,0,243,18,160,8,882,874,877,0.000,0,0,0
GK-193,193,FINISHED,0,1,67,38,1384,14079998,68771,0,0,11,1702,34235,68771,1702,10224665,14079931,-1,0,195,0,160,8,767,759,762,0.000,0,0,0
GL-194,194,FINISHED,0,0,632,46,6285411,14881001,47116,0,0,13,1174,23637,47116,1174,11824624,14880369,-1,0,155,0,160,8,603,595,603,0.000,0,0,0
GM-195,195,FINISHED,0,0,545,26,1967280,14920391,68543,0,0,27,1754,35036,68543,1754,11334299,14919846,-1,0,181,0,400,20,829,809,829,0.000,0,0,0
GN-196,196,FINISHED,0,1,276,13,5016,2847296,13091,0,0,14,321,6447,13091,321,2143955,2847020,-1,0,31,0,400,20,167,147,167,0.000,0,0,0
GO-197,197,FINISHED,0,1,52,39,1077,11712973,51922,0,0,24,1285,25502,51922,1285,8407551,11712921,-1,0,161,0,160,8,608,600,608,0.000,0,0,0
GP-198,198,FINISHED,0,1,212,46,3965,5200686,23784,0,0,10,607,12261,23784,607,4027126,5200474,-1,0,68,9,160,8,268,260,268,0.000,0,0,0
GQ-199,199,FINISHED,0,0,725,35,9203914,13544779,21129,0,0,17,525,10795,21129,525,12029345,13544054,-1,0,64,0,400,20,306,286,306,0.000,0,0,0
GR-200,200,FINISHED,0,0,537,18,1346808,14643062,68045,0,0,20,1709,34565,68045,1709,10486072,14642525,-1,0,205,25,160,8,755,747,753,0.000,0,0,0
GS-201,201,FINISHED,0,0,789,30,10256873,15771552,65506,0,0,23,1640,33390,65506,1640,12992244,15770763,-1,0,215,0,400,20,577,557,557,0.000,0,0,0
GT-202,202,FINISHED,0,1,330,44,6121,5323581,23816,0,0,11,593,11667,23816,593,3928065,5323251,-1,0,67,9,400,20,348,328,348,0.000,0,0,0
GU-203,203,FINISHED,0,0,761,15,9387014,12993701,19539,0,0,12,482,9516,19539,482,12093528,12992940,-1,0,48,0,400,20,250,230,245,0.000,0,0,0
GV-204,204,FINISHED,0,1,221,7,3488,14853808,71058,0,0,15,1783,35573,71058,1783,10105079,14853587,-1,0,227,0,160,8,864,856,859,0.000,0,0,0
GW-205,205,FINISHED,0,0,570,29,3273511,13961429,51349,0,0,30,1272,25354,51349,1272,10779172,13960859,-1,0,163,0,196,10,769,727,758,0.000,0,0,0
GX-206,206,FINISHED,0,0,691,42,7741377,11119513,15540,0,0,19,381,7584,15540,381,10251602,11118822,-1,0,38,0,400,20,196,176,196,0.000,0,0,0
GY-207,207,FINISHED,0,0,620,9,4715089,14654618,52095,0,0,26,1309,25860,52095,1309,11508202,14653998,-1,0,156,9,400,20,737,717,737,0.000,0,0,0
GZ-208,208,FINISHED,0,1,240,21,4068,14998888,80023,0,0,17,2016,40603,80023,2016,10687941,14998648,-1,0,240,0,160,8,679,671,677,0.000,0,0,0
HA-209,209,FINISHED,0,1,109,1,1573,11564953,51783,0,0,18,1301,25914,51783,1301,8538550,11564844,-1,0,148,0,160,8,616,608,616,0.000,0,0,0
HB-210,210,FINISHED,0,1,222,40,4111,8820710,41771,0,0,24,1043,20640,41771,1043,6898509,8820488,-1,0,104,0,160,8,429,419,427,0.000,0,0,0
HC-211,211,FINISHED,0,1,428,41,7791,7512641,34407,0,0,22,848,16907,34407,848,5634856,7512213,-1,0,91,48,400,20,442,422,437,0.000,0,0,0
HD-212,212,FINISHED,0,0,581,35,4244438,9031965,22023,0,0,12,535,10634,22023,535,7777353,9031384,-1,0,73,0,160,8,289,281,285,0.000,0,0,0
HE-213,213,FINISHED,0,0,673,33,7075365,15848852,82431,0,0,10,2056,41583,82431,2056,12154664,15848179,-1,0,254,0,160,8,573,565,565,0.000,0,0,0
HF-214,214,FINISHED,0,0,738,28,9206200,14406866,28906,0,0,25,716,14274,28906,716,12631460,14406128,-1,0,91,0,160,8,400,380,399,0.000,0,0,0
HG-215,215,FINISHED,0,1,457,48,8711,15314542,84261,0,0,30,2114,42091,84261,2114,10325248,15314085,-1,0,260,0,400,20,1163,1143,1150,0.000,0,0,0
HH-216,216,FINISHED,0,1,85,5,1038,121654,597,0,0,26,15,294,597,15,98634,121569,-1,0,3,0,160,8,22,14,22,0.000,0,0,0
HI-217,217,FINISHED,0,0,655,48,6902570,15372065,59622,0,0,10,1481,29982,59622,1481,12095249,15371410,-1,0,173,18,400,20,711,691,709,0.000,0,0,0
HJ-218,218,FINISHED,0,0,551,46,3253266,14168484,53804,0,0,15,1346,26458,53804,1346,10897914,14167933,-1,0,153,25,160,8,607,599,607,0.000,0,0,0
HK-219,219,FINISHED,0,1,60,32,1128,13129163,61096,0,0,21,1560,31022,61096,1560,9773657,13129103,-1,0,182,0,160,8,739,728,737,0.000,0,0,0
HL-220,220,FINISHED,0,1,230,48,4591,13950262,69240,0,0,19,1722,34151,69240,1722,10345579,13950032,-1,0,196,0,160,8,785,774,784,0.000,0,0,0
HM-221,221,FINISHED,0,1,112,38,2053,15309416,84527,0,0,16,2087,41572,84527,2087,10579785,15309304,-1,0,243,0,160,8,894,886,890,0.000,0,0,0
HN-222,222,FINISHED,0,1,192,20,3051,13759186,60654,0,0,18,1551,31154,60654,1551,9550549,13758994,-1,0,194,0,160,8,764,756,764,0.000,0,0,0
HO-223,223,FINISHED,0,1,415,40,7550,9380982,44335,0,0,21,1072,21510,44335,1072,7074284,9380567,-1,0,115,0,400,20,552,532,552,0.000,0,0,0
HP-224,224,FINISHED,0,1,373,39,6558,12423372,56108,0,0,11,1414,28597,56108,1414,9155238,12422999,-1,0,159,9,400,20,723,703,723,0.000,0,0,0
HQ-225,225,FINISHED,0,0,774,15,9690585,13594682,21319,0,0,30,534,10601,21319,534,12473171,13593908,-1,0,60,0,160,8,248,226,246,0.000,0,0,0
HR-226,226,FINISHED,0,1,466,41,8767,1959894,8513,0,0,17,220,4400,8513,220,1466131,1959428,-1,0,23,18,400,20,123,103,123,0.000,0,0,0
HS-227,227,FINISHED,0,0,576,32,3972792,10969968,30781,0,0,20,775,15540,30781,775,9087117,10969392,-1,0,97,0,160,8,404,396,404,0.000,0,0,0
HT-228,228,FINISHED,0,1,395,26,6875,4080346,18275,0,0,14,451,9090,18275,451,3006424,4079951,-1,0,58,0,400,20,302,282,302,0.000,0,0,0
HU-229,229,FINISHED,0,0,779,20,9708574,14795568,31549,0,0,26,795,15837,31549,795,12864343,14794789,-1,0,102,0,400,20,486,466,481,0.000,0,0,0
HV-230,230,FINISHED,0,0,560,47,3337627,14161184,54963,0,0,28,1360,27876,54963,1360,11193671,14160624,-1,0,170,0,160,8,651,643,651,0.000,0,0,0
HW-231,231,FINISHED,0,1,247,27,4493,977726,4944,0,0,30,121,2352,4944,121,811199,977479,-1,0,10,0,160,8,54,46,48,0.000,0,0,0
HX-232,232,FINISHED,0,1,436,41,7885,15182095,80233,0,0,17,2012,40112,80233,2012,10175936,15181659,-1,0,234,0,400,20,1029,1009,1025,0.000,0,0,0
HY-233,233,FINISHED,0,0,716,34,8432612,14206874,31259,0,0,12,785,15564,31259,785,12369250,14206158,-1,0,99,0,200,10,476,456,476,0.000,0,0,0
HZ-234,234,FINISHED,0,0,591,23,4111192,15488739,65946,0,0,23,1651,32963,65946,1651,11245350,15488148,-1,0,207,0,160,8,845,821,830,0.000,0,0,0
IA-235,235,FINISHED,0,1,289,12,5244,13663494,66966,0,0,10,1682,33376,66966,1682,10226166,13663205,-1,0,179,25,400,20,799,779,799,0.000,0,0,0
IB-236,236,FINISHED,0,1,354,33,6289,11102738,48901,0,0,16,1254,25160,48901,1254,8314558,11102384,-1,0,153,0,400,20,685,665,685,0.000,0,0,0
IC-237,237,FINISHED,0,1,282,28,5407,10274789,45675,0,0,27,1170,23222,45675,1170,7745757,10274507,-1,0,127,0,400,20,604,584,604,0.000,0,0,0
ID-238,238,FINISHED,0,0,697,5,6760709,15073966,54232,0,0,12,1333,26530,54232,1333,12251456,15073269,-1,0,144,0,160,8,555,547,550,0.000,0,0,0
IE-239,239,FINISHED,0,0,597,39,4835881,9357684,21360,0,0,16,528,10213,21360,528,8304114,9357087,-1,0,58,0,400,20,277,257,277,0.000,0,0,0
IF-240,240,FINISHED,0,1,335,30,6076,6896156,28692,0,0,22,725,14234,28692,725,4818950,6895821,-1,0,99,0,400,20,463,443,463,0.000,0,0,0
IG-241,241,FINISHED,0,1,55,16,606,11610981,51382,0,0,19,1293,25873,51382,1293,8520997,11610926,-1,0,169,0,160,8,664,656,664,0.000,0,0,0
IH-242,242,FINISHED,0,1,481,42,9083,518355,2070,0,0,10,52,1078,2070,52,354090,517874,-1,0,6,0,400,20,58,38,58,0.000,0,0,0
II-243,243,FINISHED,0,1,449,42,8158,11447187,54395,0,0,13,1363,27198,54395,1363,8963499,11446738,-1,0,147,0,400,20,691,671,686,0.000,0,0,0
IJ-244,244,FINISHED,0,1,135,50,2659,14634620,72555,0,0,16,1829,36852,72555,1829,10429882,14634485,-1,0,231,0,160,8,899,891,899,0.000,0,0,0
IK-245,245,FINISHED,0,1,83,46,1771,7068676,30303,0,0,25,783,15399,30303,783,5179889,7068593,-1,0,100,0,160,8,431,423,431,0.000,0,0,0
IL-246,246,FINISHED,0,0,656,24,6645078,12773804,30284,0,0,26,760,15395,30284,760,11261671,12773148,-1,0,91,0,400,20,439,419,439,0.000,0,0,0
IM-247,247,FINISHED,0,1,216,44,4004,12353605,54713,0,0,15,1377,27221,54713,1377,8913042,12353389,-1,0,163,0,160,8,648,640,648,0.000,0,0,0
IN-248,248,FINISHED,0,1,463,2,7636,12455281,59826,0,0,12,1485,29360,59826,1485,9532915,12454818,-1,0,150,0,400,20,671,651,671,0.000,0,0,0
IO-249,249,FINISHED,0,1,32,44,757,3288554,14426,0,0,12,357,7082,14426,357,2376690,3288522,-1,0,43,0,160,8,191,181,191,0.000,0,0,0
IP-250,250,FINISHED,0,0,559,5,1661439,12079542,46228,0,0,21,1165,23134,46228,1165,9209384,12078983,-1,0,137,9,400,20,617,597,617,0.000,0,0,0
